Partei: Nr.,Partei: Kurzbezeichnung,Partei: Name,These: Nr.,These: Titel,These: These,Position: Position,Position: Begründung
15,HEIMAT,Die Heimat,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",neutral,"Bevor über solche ""Luxusprobleme"" nachgedacht wird, sollte dafür gesorgt werden, dass die Hochschulen ausreichend finanziert werden, um ihren Aufgaben in einer Wissensgesellschaft gerecht werden zu können."
16,TIERSCHUTZ hier!,Aktion Partei für Tierschutz,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme nicht zu,"Es gibt bereits eine Sonderförderung - ""Studierende mit geringeren Chancen erhalten 250 Euro zusätzlich zu ihrem Erasmus-Zuschuss pro Monat."" Außerdem besteht die Möglichkeit, AuslandsBAföG zu beantragen. Es ist zudem nicht außer Acht zu lassen, dass Gelder ganz oder teilweise auch zurückgezahlt werden müssen."
17,Partei für schulmedizinische Verjüngungsforschung,Partei für schulmedizinische Verjüngungsforschung,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",neutral,"Die Partei für schulmedizinische Verjüngungsforschung ist eine Ein-Themen-Partei, deren einziges Ziel es ist, die Entwicklung wirksamer Medizin gegen Alterskrankheiten durch wesentlich mehr staatliche Investitionen zu beschleunigen. Mehr als 100.000 Menschen sterben täglich an den Folgen des Alterns. Mit zukünftiger Medizin werden Menschen durch Verjüngung wahrscheinlich nicht mehr an Alterskrankheiten oder hohem Alter sterben und tausende Jahre gesund leben können."
18,BIG,Bündnis für Innovation & Gerechtigkeit,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"1. Dies könnte dazu beitragen, Chancengleichheit zu fördern und sicherstellen, dass auch einkommensschwächere Studierende die Möglichkeit haben, von den Vorteilen eines Auslandsaufenthalts im Rahmen des Erasmus+ Programms zu profitieren. 2. könnte die soziale Mobilität fördern, indem sie es diesen Studierenden ermöglicht, internationale Erfahrungen zu sammeln und ihre akademischen und beruflichen Horizonte zu erweitern."
19,Bündnis C,Bündnis C - Christen für Deutschland,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme nicht zu,Die EU soll den Studentenaustausch fördern. Das Erasmus-Programm bietet jedoch ausreichende finanzielle Unterstützung für Austauschstudenten.
20,PdH,Partei der Humanisten,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Im Sinne der Völkerverständigung und des gegenseitigen Austauschs von Wissen und Fähigkeiten wollen wir den Austausch zwischen den Ländern mit einem Anrecht auf Stipendien stärker fördern. Diese sollen allen unabhängig von ihren finanziellen Mitteln die Option geben, für einen begrenzten Zeitraum an einem Austausch teilzunehmen."
21,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Die Höhe von Fördermitteln sollte sich nach dem Bedarf richten. Die MENSCHLICHE WELT unterstützt die Förderung von internationalem Jugendaustausch und Bildungsprogrammen. Es sollte sichergestellt werden, dass Erasmus+ auch tatsächlich zur Förderung der ganzheitlichen Persönlichkeitsentwicklung ausgerichtet ist."
22,DKP,Deutsche Kommunistische Partei,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"""Erasmus+"" ändert nichts an der insgesamt miserablen Bildungspolitik der EU, festgeschrieben im Bologna-Prozess. Allerdings bietet das Programm zumindest eine kleine Unterstützung für Auslandsaufenthalte von Studierenden, die diejenigen mit weniger Geld besonders unterstützen sollte."
23,MLPD,Marxistisch-Leninistische Partei Deutschlands,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,Wir sind gegen soziale Auslese! Konkret angesichts der Inflation unbedingt notwendig.
24,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Milliarden für Bildung und Soziales statt für Aufrüstung und Krieg! Die Menschen sollen selbst entscheiden, wo sie leben, arbeiten und ihr Studium absolvieren wollen. Die SGP tritt für eine kostenlose Bildung von der Kita bis zur Universität ein, die allen Menschen offenstehen muss."
25,ABG,Aktion Bürger für Gerechtigkeit,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,Bildung ist wichtig und muss für alle möglich sein.
26,dieBasis,Basisdemokratische Partei Deutschland,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Im Interesse der Chancengleichheit soll es auch Studenten mit geringen Mitteln ermöglicht werden, im Ausland zu studieren. Dies ist nicht nur für die Studenten selbst von Vorteil, denen hierdurch ermöglicht wird, sich auf Studium und Teilhabe am soziokulturellen Leben zu konzentrieren, sondern verbessert deren interkulturelle Kompetenzen sowie die Beschäftigungsfähigkeit zum Wohle der gesellschaftlichen und wirtschaftlichen Entwicklung der Mitgliedsstaaten."
27,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Ziel muss es sein, die größten Talente zu fördern, unabhängig vom Geldbeutel der Eltern. Zur Förderung gehört, geeigneten Studenten aus ärmeren Familien auch einen für die weitere akademische Entwicklung wertvollen Auslandsaufenthalt zu ermöglichen, indem ein entsprechend höherer Zuschuss gewährt wird."
28,BSW,Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,Erasmus Stipendien für Studierende aus einkommensschwächeren Haushalten sollten höhere Sonderbedarfe berücksichtigen.
29,DAVA,Demokratische Allianz für Vielfalt und Aufbruch,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Die Erhöhung des Erasmus+ Stipendiums für Studierende mit geringeren finanziellen Mitteln ist entscheidend, um die Chancengleichheit beim Zugang zu internationalen Bildungserfahrungen sicherzustellen. Finanzielle Einschränkungen sollten keine Barriere für die Teilnahme an solchen Programmen darstellen. Ein höheres Stipendium für bedürftige Studierende ermöglicht es ihnen, die gleichen Möglichkeiten zu nutzen und fördert die Vielfalt und Inklusion im Hochschulbereich."
30,KLIMALISTE,Klimaliste Deutschland,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Kandidatenmeinung: Die Möglichkeit eines Auslandssemesters sollte genauso wie das Studium an sich nicht von den finanziellen Gegebenheiten abhängen. Um Studierende mit besonders geringen finanziellen Mitteln zu einer gleichberechtigten Teilhabe an solchen Angeboten zu unterstützen, ist ein höheres Stipendium im Rahmen von Erasmus+ gerechtfertigt."
31,LETZTE GENERATION,Parlament aufmischen – Stimme der Letzten Generation,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Auslandserfahrungen sollten nicht nur für Menschen ohne Geldsorgen möglich sein, sondern für alle. Zusätzlich sollte es solche Förderprogramme auch für Ausbildungen abseits eines Studiums geben."
32,PDV,Partei der Vernunft,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme nicht zu,Die PdV ist grundsätzlich gegen Subventionen.
33,PdF,Partei des Fortschritts,30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,"Bildung ist ein Privileg, aber keines, das von sonstigen Privilegien abhängig sein darf. Ein Auslandssemester erweitert den eigenen Horizont, führt zu einem Austausch von Wissen und verschafft wertvolle Kontakte. Diese Möglichkeiten sollten allen Studierenden gleichermaßen offenstehen, gleich welchen sozialen Hintergrund sie haben. Jede Investition in die Bildung aller ist eine Investition in die Zukunft aller."
34,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",30,Erasmus+ Stipendium,"Das Erasmus+ Stipendium für Auslandsaufenthalte soll für Studierende, die über weniger finanzielle Mittel verfügen, höher sein.",stimme zu,Über finanzielle Unterstützung können Unterschiede in den Voraussetzungen der Studierenden abgeschwächt und damit die Chancengleichheit erhöht werden.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme zu,Wir wollen ein klimaneutrales Europa und setzen dazu auf einen breiten Energiemix. Das schließt sowohl die Erneuerbaren Energien als auch die emissionsarme und grundlastfähige Kernkraft ein. Auf die Option Kernenergie können wir derzeit nicht verzichten und wollen in diesem Zusammenhang auch die Taxonomie weiterentwickeln.
2,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,"Atomenergie ist erheblich teurer als erneuerbare Energien. Sie ist mit hohen Risiken verbunden und gerade in Zeiten von Hitze und Dürre unzuverlässig. Der Atommüll wird noch unzählige Generationen belasten. Auch deshalb ist Atomenergie keine nachhaltige Form der Energiegewinnung. Atomenergie hält die EU unnötig abhängig von Drittstaaten, denn Uran ist in der EU nicht vorhanden. Wir setzen auf die bessere Alternative: erneuerbare Energien, gute Versorgungsnetze, Wasserstofftechnologie."
3,SPD,Sozialdemokratische Partei Deutschlands,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,"Die Zukunft gehört den Erneuerbaren, die schon heute unsere günstigsten Energiequellen sind. Atomkraft ist kostspielig, risikoreich und brennstoffgebunden. Kernfusion ist noch weit von der Anwendbarkeit entfernt. Die Debatte um diese Technologien entfernt uns von unserer Zukunft der erneuerbaren Energien, die schnell, günstig und sicher sind. Es sollen daher auch keine Steuergelder in die teure und unzuverlässige Hochrisikotechnologie Kernenergie fließen."
4,AfD,Alternative für Deutschland,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme zu,"Kernkraft hat pro TWh Energieerzeugung den geringsten Flächenverbrauch aller Energien. Sie benötigt keine Energiespeicher, ist mit der Last regelbar und kann nahe dem Ort des Verbrauchs erzeugt werden. Dies spart Hochvoltleitungen ein. Keine andere Energieform kann pro Tonne Brennstoff mehr Energie erzeugen. Darum ist Kernkraft eine extrem ressourcenschonende Energieerzeugungsform."
5,DIE LINKE,DIE LINKE,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,Atomkraft ist in keiner Hinsicht nachhaltig oder sicher. Der Uranabbau geht mit schweren Umweltbelastungen einher. Beim Bau von Kraftwerken selbst wird viel CO2 ausgestoßen. Im Betrieb werden riesige Mengen Wasser verbraucht. Die entstehenden radioaktiven Abfälle belasten Mensch und Umwelt für hunderttausende Jahre. Auch bei vermeintlich sicherer Kraftwerkstechnik lassen sich Havarien niemals ausschließen.
6,FDP,Freie Demokratische Partei,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme zu,"Kernfusion verspricht große Zukunftspotentiale. Aber auch fortschrittliche Reaktoren der Kernspaltung haben das Potential, zu einer sicheren und sauberen Energieversorgung beizutragen. Deshalb gibt es für die Weiterentwicklung innovativer Kernspaltungstechnologien einen investitionswilligen Markt. Hier gilt es im Sinne der Technologiefreiheit und einer klimaneutralen Energieversorgung, keine überflüssigen Hürden aufzubauen."
7,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,Schon der Abfall ist uns viiiiel zu nachhaltig. Vielleicht kann die EU Atommüll als Lecker-und-gesund-vollbio-Grundnahrungsmittel einstufen. Irgendwie muss das Zeug ja weg.
8,FREIE WÄHLER,FREIE WÄHLER,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,"Eine sichere und kostengünstige Energieversorgung ist ein friedenstiftendes Projekt, ethisch geboten und eine ökonomische und ökologische Notwendigkeit. Priorität muss sein, dass die Grundlast baldmöglichst klimaneutral, ohne CO2-Emissionen und Atommüll gesichert werden kann. Neben dem naturverträglichen Ausbau der regenerativen Energieerzeugung wollen wir die biomassebasierten Energieversorgungssysteme weiter ausbauen."
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,"Wir lehnen die Einstufung der Atomkraft als nachhaltige Energiequelle ab. Die ungelösten Probleme mit radioaktivem Abfall und die potenziellen Risiken von Nuklearunfällen dürfen nicht unterschätzt werden. Unser Einsatz gilt einer Zukunft, die auf wirklich sauberen und erneuerbaren Energiequellen basiert."
10,ÖDP,Ökologisch-Demokratische Partei - Die Naturschutzpartei,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,stimme nicht zu,"Atomkraft ist weder nachhaltig noch klimafreundlich, weder sicher noch kostengünstig. Die ÖDP fordert die Beendigung des Euratom-Vertrags, einen unverzüglichen EU-weiten Atomausstieg und Ersatz durch einen Erneuerbare-Energien-Vertrag zur Umstellung auf eine weltweit erneuerbare Energieversorgung. Dies im Einklang mit Umwelt- und Artenschutz und unter Beachtung von Menschenrechten und Sozialstandards."
11,FAMILIE,Familien-Partei Deutschlands,31,Atomkraft,Die EU soll Atomkraft weiterhin als nachhaltige Energiequelle einstufen.,neutral,"Wer erwartet das entsprechend geforscht wird um die Atomenergie sicher zu gestalten, der muss Atomkraft als nachhaltige Energiequelle einstufen. Das darf aber nicht bedeuten das Atomkraftwerke gegenwärtig gebaut werden. Es geht vorrangig erst einmal um Forschung und Innovation, damit wir irgendwann eine saubere, nachhaltige, sichere und ergiebige Energiequelle zum Wohle aller erschließen."
